Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,6.46,3.39,3.44,6.73,7.34,7.65,8.64,7.14,3.71,4.65
20,12.88,12.09,15.24,13.07,14.41,13.21,17.33,16.47,13.27,14.94
30,19.84,17.43,16.82,22.03,22.48,19.02,20.81,17.68,16.89,20.52
