Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,50.2,45.88,46.32,53.17,55.18,53.72,53.54,50.28,46.81,45.46
20,32.63,34.0,33.75,34.25,36.5,34.0,34.91,35.39,34.82,33.84
30,19.12,17.95,18.42,22.36,23.94,22.42,24.5,23.94,18.52,21.02
