Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,19.27,19.46,19.57,22.36,20.16,20.99,15.28,14.49,26.54,19.96
2,10.87,8.32,10.77,9.38,8.13,9.54,15.29,8.83,7.43,9.79
3,7.98,9.23,6.09,6.12,9.16,6.13,5.09,1.8,5.78,6.11
4,2.51,3.02,3.93,2.2,4.22,2.76,2.63,4.46,1.11,2.43
