Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.91,1.38,1.19,2.14,2.18,2.2,2.59,2.51,1.31,2.0
2,15.67,7.09,9.07,16.08,16.72,14.12,13.35,12.85,6.72,6.71
3,13.6,7.07,7.51,10.52,12.9,15.94,24.59,25.09,5.04,13.58
4,9.46,6.14,5.88,10.79,13.12,14.62,11.02,11.8,5.41,7.35
