Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,7.86,7.02,6.84,7.38,7.2,7.05,6.77,6.75,6.82,6.47
20,28.42,24.73,24.33,25.08,25.95,23.38,22.36,21.68,24.52,22.27
30,46.97,41.93,42.06,43.34,44.34,40.15,39.48,37.06,41.48,38.72
