Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.89,1.48,1.64,1.9,2.13,2.99,2.28,3.06,1.61,1.69
2,13.97,8.49,6.51,20.06,15.66,17.59,23.14,11.65,8.2,7.59
3,13.49,8.82,7.34,14.65,10.92,12.4,13.09,14.16,7.52,8.06
4,15.22,9.83,9.59,18.13,21.47,23.13,21.9,21.65,8.52,13.42
