Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,23.88,20.22,24.93,22.18,28.7,17.14,17.71,16.86,31.85,23.15
2,10.21,17.43,2.94,9.17,12.64,13.62,12.25,5.06,4.7,10.27
3,12.43,8.67,9.92,8.34,13.85,16.13,10.9,2.86,12.24,14.73
4,10.41,13.43,13.26,13.0,13.92,13.07,8.59,6.99,23.33,7.69
