Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,6.07,5.25,5.26,5.63,5.6,5.28,5.55,5.34,5.06,4.81
20,16.57,14.75,14.79,15.66,15.52,14.64,14.95,14.58,14.62,13.88
30,31.57,28.38,28.93,31.12,31.76,29.76,30.51,28.84,28.09,26.87
