Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.61,1.05,1.01,1.47,1.72,1.72,1.95,2.11,0.87,1.17
2,7.26,3.08,4.63,8.88,11.09,11.88,11.13,9.06,3.22,5.39
3,20.02,8.42,12.66,24.61,26.54,27.92,41.45,33.04,8.75,17.86
4,11.8,7.19,6.68,14.17,15.23,13.9,16.6,12.34,6.49,7.66
