Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,12.51,12.69,12.61,12.02,11.28,10.23,12.24,11.86,11.95,15.92
2,22.66,20.76,21.31,18.5,20.85,19.85,24.06,27.88,17.55,21.94
3,15.18,13.58,9.05,17.87,12.66,15.42,16.15,28.5,9.8,17.57
4,14.38,16.74,14.75,16.47,17.17,27.55,19.44,23.13,13.82,16.62
