Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,15.7,16.15,15.54,16.03,15.46,16.54,16.11,17.03,15.78,15.96
20,19.08,18.27,18.07,18.23,17.83,18.58,17.96,18.76,17.84,18.16
30,32.72,30.73,29.52,31.06,30.03,30.47,28.15,28.71,30.21,29.36
