Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,89.35,89.72,89.79,89.42,89.58,89.38,88.93,89.25,89.9,89.74
20,68.54,74.53,73.32,66.44,65.2,66.65,64.1,70.96,75.52,75.18
30,46.22,44.23,40.22,22.74,23.82,16.45,19.03,20.15,49.55,45.0
