Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,94.76,95.85,95.8,94.92,94.97,97.11,94.43,93.37,95.93,97.66
2,70.85,81.89,81.88,67.39,73.53,65.77,57.91,47.88,82.96,65.28
3,36.62,42.36,54.82,24.34,31.19,29.54,20.65,30.57,54.86,46.28
4,33.98,50.0,44.84,24.21,27.39,27.0,19.18,30.91,46.27,40.36
