Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,8.64,4.55,2.77,6.94,11.36,7.44,7.44,8.06,2.22,0.79
2,0.21,2.92,0.0,1.0,0.62,2.35,4.35,0.79,0.19,0.0
3,0.87,1.17,0.37,0.95,0.25,0.59,1.43,3.9,1.22,1.23
4,7.28,1.26,0.88,5.13,1.01,2.98,1.45,1.75,9.0,0.13
