Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.54,2.43,1.29,1.3,1.68,1.71,2.87,1.81,1.76,2.18
20,3.31,3.18,1.55,1.48,1.76,1.78,3.61,2.23,2.08,3.03
30,3.49,3.52,1.59,1.59,1.6,1.83,4.09,2.15,2.26,2.95
