Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,3.89,3.8,3.58,3.71,2.35,2.78,5.9,2.43,18.96,3.63
2,4.9,7.68,11.24,8.6,6.93,8.99,10.27,2.36,3.09,4.14
3,7.86,8.42,6.73,5.42,2.16,3.64,6.72,3.13,4.27,6.64
4,5.66,6.57,7.34,6.35,3.35,3.29,8.23,3.39,3.52,5.52
