Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,3.27,3.06,2.94,2.33,1.58,1.84,5.71,3.22,2.99,3.94
2,5.79,4.47,22.95,23.74,7.64,10.89,15.69,3.06,2.51,5.16
3,4.63,4.57,6.37,3.69,4.1,2.56,7.87,3.86,5.69,4.68
4,6.09,5.69,4.33,5.35,2.6,2.65,7.73,7.1,2.89,6.07
