Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,4.66,4.79,1.63,1.58,3.05,3.05,4.29,3.39,3.25,4.07
20,2.98,3.0,1.44,1.55,1.6,1.67,3.87,1.94,1.95,2.58
30,3.62,3.71,1.81,1.82,1.8,1.92,4.9,2.55,2.39,3.35
