Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,4.2,4.59,5.06,5.8,3.45,2.45,4.69,3.28,14.72,3.38
2,5.16,9.1,11.97,9.44,9.03,8.62,9.21,3.92,5.15,4.43
3,16.15,13.39,9.18,7.21,7.92,5.42,7.97,5.72,7.91,10.93
4,5.88,6.37,5.47,6.4,2.83,3.44,8.48,4.08,5.46,5.53
