Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.33,2.52,1.28,1.25,1.58,1.7,2.92,1.65,1.56,2.06
20,2.99,2.99,1.48,1.61,1.68,1.67,3.8,2.0,1.83,2.63
30,3.55,3.72,1.87,1.84,2.11,2.13,4.76,2.58,2.49,3.27
