Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,12.99,5.93,6.48,9.82,6.94,10.98,9.2,6.1,6.2,6.33
2,6.87,6.44,6.64,5.21,5.84,7.94,9.34,6.79,6.1,6.34
3,11.56,7.3,7.42,6.05,13.31,9.0,9.98,2.5,11.11,4.71
4,3.25,4.64,5.63,3.14,2.32,1.18,1.32,2.26,5.81,5.57
