Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,30.25,27.63,27.64,37.07,40.18,37.96,39.41,38.0,27.23,28.14
20,29.91,36.38,37.02,31.81,31.96,28.87,33.13,25.54,37.28,35.81
30,16.4,17.33,15.46,16.84,16.37,17.38,13.61,13.85,16.71,15.62
