Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,83.68,87.28,86.75,79.6,87.16,79.69,79.72,78.49,87.67,91.21
2,44.44,53.21,49.51,41.69,44.94,35.29,37.95,32.54,53.11,42.25
3,32.65,39.88,49.54,35.87,29.93,32.25,27.77,29.61,45.1,41.04
4,16.23,32.46,34.57,16.75,21.78,20.59,13.87,15.95,31.71,27.93
