Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,87.16,88.53,88.93,89.22,87.52,87.04,89.01,88.18,88.99,89.85
20,52.17,70.72,73.57,44.95,43.28,39.74,43.11,61.53,75.35,75.04
30,30.65,63.04,62.35,39.27,39.19,27.74,41.29,40.24,65.88,64.41
