Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,96.42,97.57,97.46,94.49,95.8,86.95,85.61,86.88,98.15,93.49
2,57.6,77.88,76.03,65.84,64.15,59.49,62.94,64.18,77.0,74.52
3,32.4,57.43,48.74,34.87,25.07,35.26,30.44,43.39,58.19,61.9
4,11.81,35.4,27.41,15.37,14.63,10.76,9.43,12.26,31.91,19.78
