Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,86.23,89.35,89.34,87.68,86.77,88.68,87.81,86.9,89.95,89.33
20,38.13,58.19,50.37,51.55,38.36,44.2,54.0,60.41,61.61,70.11
30,26.0,35.83,41.16,20.05,17.52,25.16,26.0,38.25,36.33,42.22
