Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.93,1.59,1.52,1.94,1.94,2.03,2.45,2.61,1.49,1.57
2,10.91,7.46,6.05,14.62,12.09,10.61,16.46,11.31,6.4,7.25
3,21.41,10.57,11.95,18.71,18.81,13.3,18.27,17.6,9.72,8.96
4,15.85,12.13,10.2,17.3,17.44,17.91,21.72,18.75,10.61,13.32
