Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,14.1,18.61,14.98,18.92,14.25,20.55,26.67,14.71,15.77,15.3
2,18.59,17.08,20.53,20.66,22.84,19.41,20.55,21.95,21.31,14.37
3,27.41,20.22,17.62,24.29,21.5,19.64,22.65,30.03,17.91,14.53
4,26.08,23.27,22.0,23.02,24.67,25.54,26.23,25.9,21.32,21.21
