Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,8.41,7.78,7.74,7.63,7.46,7.17,7.35,7.85,7.69,7.45
20,13.99,12.26,12.17,13.7,13.15,13.47,12.57,13.66,12.07,12.06
30,21.5,19.2,19.63,20.44,21.29,19.86,19.96,20.53,19.31,18.12
