Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.18,0.93,1.0,1.24,1.31,1.42,1.46,1.72,0.88,1.0
2,10.86,7.02,5.13,15.7,13.49,14.91,18.12,9.35,6.64,5.04
3,10.92,7.55,6.26,11.14,9.33,9.72,9.93,11.03,6.62,7.14
4,12.92,6.45,7.9,15.17,17.64,21.95,19.49,19.19,6.22,11.03
