Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.54,5.01,4.62,5.31,4.74,4.95,4.61,5.24,4.83,4.39
20,16.36,14.19,14.41,14.59,15.23,13.85,13.84,13.19,14.46,12.78
30,27.47,25.17,24.74,25.95,26.7,25.84,24.65,25.19,24.13,24.17
