Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,3.13,2.97,1.43,1.42,1.99,2.09,3.57,2.19,2.33,2.63
20,3.26,3.14,1.72,1.74,2.07,2.1,3.87,2.53,2.77,3.2
30,3.36,3.52,1.74,1.75,2.07,1.98,4.92,2.73,2.44,3.5
