Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,5.64,6.14,3.84,6.52,1.98,3.86,4.6,2.33,3.0,3.24
2,5.77,5.63,4.01,3.42,1.95,2.56,5.04,2.8,4.14,4.88
3,7.38,6.17,14.81,5.42,3.07,3.38,7.13,4.91,6.73,5.3
4,4.36,3.87,3.29,2.91,1.41,1.87,5.49,2.81,2.52,3.62
