Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,19.16,23.4,22.4,17.77,18.9,17.79,19.28,20.11,23.11,23.77
20,7.01,4.73,4.35,10.59,10.32,10.12,9.96,11.91,4.17,3.61
30,17.24,8.31,9.31,18.93,18.91,18.7,17.58,16.05,9.47,9.06
