Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,34.19,36.83,34.9,40.04,39.74,42.03,39.66,39.76,36.06,41.49
20,27.85,31.32,30.3,23.24,23.95,22.72,26.71,27.11,31.9,31.37
30,13.73,11.31,11.23,14.34,13.16,16.18,15.13,15.28,10.43,11.98
