Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,22975.54,5748.13,1823.05,24010.28,17005.22,15468.99,8609.71,45305.02,8760.44,5206.61
2,39425.83,12431.9,5125.7,25174.97,60528.55,14288.59,22157.75,70364.49,35832.69,0.0
3,51913.04,29487.9,27304.53,53210.85,29538.4,15912.12,52611.08,83777.56,27034.93,16369.91
4,80416.65,54435.57,23560.07,45864.97,73819.97,61921.05,92823.78,34805.98,28132.38,29625.87
