Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,25.24,25.65,26.15,24.03,24.07,27.03,29.8,21.97,24.88,24.01
2,29.81,29.21,14.58,31.14,37.8,30.23,30.76,30.86,22.54,27.32
3,24.47,25.36,27.23,22.5,25.2,20.55,30.29,34.4,24.46,20.21
4,36.86,33.04,27.08,33.76,35.1,33.21,35.24,28.61,30.19,32.54
