Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,99.07,98.26,98.98,98.06,98.92,98.02,95.19,94.44,99.14,98.86
2,42.19,61.05,60.27,48.47,46.97,39.35,39.52,34.92,62.75,60.9
3,42.57,47.33,46.87,29.12,38.25,27.74,32.43,32.18,50.5,38.85
4,18.55,37.76,37.84,16.53,19.71,17.75,17.0,14.5,45.75,33.54
