Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,18.19,12.16,9.18,14.79,16.73,17.37,14.88,16.89,12.17,13.43
2,13.9,18.4,13.9,16.93,20.91,18.16,23.94,25.75,16.23,15.41
3,22.25,19.24,17.49,26.45,22.97,16.07,33.19,35.7,19.16,23.28
4,22.75,17.93,17.02,19.01,22.17,23.85,23.75,23.96,15.36,18.61
