Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,11.02,10.97,11.18,10.88,10.96,10.9,10.77,11.07,11.17,11.02
20,19.66,19.76,19.8,17.38,17.61,17.27,16.44,17.63,19.93,18.81
30,25.55,23.63,24.42,23.49,23.68,22.83,24.55,24.12,23.85,22.98
