Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.6,0.9,0.95,1.44,1.59,1.71,1.65,1.84,0.77,1.01
2,8.09,4.21,5.12,7.98,8.61,8.41,6.7,7.61,4.28,4.23
3,15.0,9.99,12.24,15.96,17.59,27.35,32.38,34.37,9.56,20.98
4,10.68,7.45,7.69,12.65,14.37,15.38,12.81,11.97,6.8,8.13
