Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.92,5.33,5.6,5.64,5.87,5.95,5.48,5.38,5.57,4.96
20,16.44,15.1,14.64,15.7,15.13,15.14,14.32,14.92,14.69,14.18
30,33.19,30.78,30.51,31.46,31.96,30.11,29.43,29.17,30.54,28.63
