Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.08,1.17,0.86,0.78,1.36,1.4,0.88,1.15,1.13,0.79
20,2.13,2.36,1.11,1.03,1.31,1.41,2.43,1.46,1.45,1.78
30,3.36,3.33,1.62,1.73,1.27,1.51,3.91,2.06,2.03,3.11
