Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.95,0.86,0.4,0.51,1.31,1.46,0.69,1.05,1.03,0.6
2,4.27,4.31,2.06,1.62,5.7,5.78,3.13,4.91,5.49,1.7
3,12.84,12.04,4.65,5.6,10.59,15.31,14.0,18.3,17.84,10.05
4,3.73,3.71,1.55,1.65,5.14,4.87,4.03,5.12,5.52,2.85
