Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,7.1,5.96,6.01,6.51,6.11,5.52,5.86,5.59,5.95,5.35
20,17.89,16.1,15.92,17.19,17.32,16.32,16.79,15.59,16.04,15.12
30,38.91,35.29,34.96,38.01,37.04,34.27,34.54,31.03,34.59,31.56
