Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,10.17,12.84,10.74,9.61,8.54,10.33,10.23,9.22,9.71,14.76
2,23.57,18.39,17.14,21.59,20.14,22.31,19.2,25.72,15.62,15.07
3,23.24,18.28,20.44,22.63,17.91,16.91,23.18,29.55,18.28,18.57
4,17.72,11.99,11.62,13.27,13.22,20.5,14.97,20.98,11.29,12.81
