Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,14.79,15.36,14.86,14.55,14.26,15.58,14.82,17.21,14.98,15.3
20,22.21,22.06,21.02,20.47,19.97,20.76,18.89,21.03,21.45,21.13
30,30.62,28.43,27.76,30.2,29.38,27.2,27.19,26.12,27.85,26.15
