Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,19.6,22.67,30.28,25.02,27.26,30.34,36.53,33.19,25.08,31.52
20,16.52,18.51,19.17,11.9,11.94,11.77,14.37,14.36,18.23,14.38
30,6.97,10.45,11.42,8.59,8.49,10.7,13.55,10.74,11.52,13.03
