Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,6963.49,2717.06,4746.3,1647.01,5990.88,24371.71,1696.88,25499.51,15123.28,941.01
2,46365.65,4650.36,7218.61,19154.53,49973.13,6701.87,11892.87,24708.76,12935.05,0.0
3,18511.12,19764.45,14022.89,65893.94,12885.95,11430.01,34034.8,64154.52,19528.89,8167.22
4,58355.84,23509.15,5381.64,37667.26,32733.88,71678.17,71811.9,5239.97,12403.47,32859.21
