Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.88,0.91,0.75,0.75,1.3,1.46,1.39,1.13,1.15,0.81
20,1.84,1.81,1.15,1.28,1.35,1.45,2.57,1.28,1.31,1.3
30,2.96,2.72,1.86,1.98,1.36,1.51,4.37,1.61,1.71,2.12
