Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.73,0.75,0.4,0.54,1.31,1.47,0.76,1.02,1.02,0.5
2,2.57,2.92,1.61,1.55,3.88,2.89,3.43,2.03,1.58,1.93
3,10.78,10.44,4.71,3.99,5.93,8.18,12.59,12.17,12.18,9.61
4,3.88,4.02,2.08,2.2,4.94,4.43,3.55,4.05,3.86,2.34
