Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,18.61,18.12,15.8,17.03,17.67,20.84,32.12,16.54,17.19,16.03
2,20.86,19.22,11.99,22.47,27.98,22.13,23.95,25.15,16.82,18.91
3,17.34,16.03,16.66,16.38,17.97,18.12,22.27,23.19,14.52,14.54
4,28.86,25.24,21.07,24.59,27.26,28.44,29.47,26.75,24.41,23.07
