Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.89,0.79,0.69,0.6,1.32,1.41,1.03,1.04,1.06,0.78
20,2.42,2.2,1.63,1.47,1.24,1.35,3.71,1.56,1.58,2.24
30,3.24,3.23,2.51,2.28,1.24,1.51,4.77,1.79,1.86,2.4
