Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.2,2.15,1.17,1.13,1.56,1.67,2.62,1.6,1.57,2.05
20,2.61,2.72,1.36,1.38,1.63,1.65,3.55,1.94,1.84,2.57
30,3.55,3.7,1.74,1.69,2.2,2.07,4.76,2.89,2.46,3.42
