Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.56,0.58,0.49,0.56,1.31,1.43,0.63,0.93,0.98,0.52
2,5.26,5.21,1.63,2.58,6.11,7.67,4.29,5.76,8.49,2.41
3,3.03,3.22,1.45,1.46,2.09,1.95,4.06,2.27,1.96,2.24
4,5.14,4.98,2.63,2.27,4.9,5.21,6.95,6.19,5.02,3.91
