Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.93,0.85,0.44,0.45,1.28,1.39,1.08,1.09,1.03,0.8
20,1.74,2.08,0.75,0.98,1.29,1.42,2.07,1.23,1.25,1.37
30,2.86,2.99,1.32,1.78,1.18,1.29,3.1,1.67,1.61,2.2
