Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,4.97,3.16,10.64,7.59,9.48,4.21,1.15,8.93,4.02,6.48
2,3.95,3.26,10.9,3.07,2.37,2.56,2.17,3.38,10.58,0.93
3,10.78,9.83,4.78,3.98,6.26,2.68,7.29,6.35,11.33,10.78
4,2.71,3.55,3.82,2.03,2.55,1.4,2.0,2.92,2.62,2.99
