Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,20.11,22.63,21.67,21.87,20.73,24.32,22.42,24.5,22.74,26.36
20,17.58,23.81,25.33,17.83,18.53,18.46,23.56,23.5,25.28,29.31
30,14.04,17.9,16.78,18.13,18.16,18.29,21.57,22.38,17.58,20.0
