Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,8.25,7.16,7.4,7.42,7.23,11.01,7.49,7.7,7.55,9.96
2,17.54,16.22,12.43,16.42,15.09,18.0,16.75,22.7,14.92,12.91
3,13.59,14.9,11.54,15.76,10.99,14.35,15.46,23.33,11.03,17.22
4,15.32,9.84,9.72,11.07,11.1,15.12,11.84,16.8,9.78,9.72
