Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,13.04,12.72,12.42,11.87,12.08,12.03,11.33,12.21,12.51,11.83
20,13.95,13.02,13.05,12.16,12.42,11.8,11.81,13.1,12.97,12.0
30,19.65,17.07,16.77,18.27,18.27,17.45,16.73,17.99,16.71,15.76
