Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,29.82,31.22,33.41,23.97,28.54,24.05,27.54,25.51,34.03,38.39
20,6.8,7.82,10.31,7.63,9.86,10.89,13.76,10.79,9.67,11.39
30,8.34,11.24,12.19,9.43,10.03,9.88,10.72,10.26,12.45,12.72
