Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.96,2.95,2.94,1.41,1.36,0.03,1.13,1.7,0.8,2.03
2,0.49,0.0,3.1,0.01,0.05,0.14,0.01,0.01,1.63,0.0
3,7.56,0.46,0.13,1.62,0.69,3.49,4.01,2.38,0.42,5.34
4,0.08,0.06,0.14,0.02,0.1,0.27,0.21,0.12,0.02,0.06
