Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,88.79,88.08,88.94,88.73,88.69,87.0,87.34,86.73,88.88,87.35
20,42.14,61.04,65.88,63.21,51.15,68.05,68.78,72.98,63.84,71.77
30,36.42,49.71,49.88,40.17,40.35,36.58,37.94,49.05,52.46,56.73
