Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.52,4.88,4.52,5.3,4.64,4.83,4.59,5.26,4.64,4.45
20,15.54,13.58,13.62,14.07,14.5,13.59,12.72,12.64,13.72,12.23
30,27.22,24.97,24.73,25.8,26.3,25.42,24.66,25.08,24.11,23.66
